,1A_1h,1A_2h,1A_4h,1A_6h,1A_8h,1A_20h,1A_Homog,1B_1h,1B_2h,1B_4h,1B_6h,1B_8h,1B_20h,1B_Homog,1C_1h,1C_2h,1C_4h,1C_6h,1C_8h,1C_20h,1C_Homog,2A_1h,2A_2h,2A_4h,2A_6h,2A_8h,2A_20h,2A_Homog,2B_1h,2B_2h,2B_4h,2B_6h,2B_8h,2B_20h,2B_Homog,2C_1h,2C_2h,2C_4h,2C_6h,2C_8h,2C_20h,2C_Homog,3A_1h,3A_2h,3A_4h,3A_6h,3A_8h,3A_20h,3A_Homog,3B_1h,3B_2h,3B_4h,3B_6h,3B_8h,3B_20h,3B_Homog,3C_1h,3C_2h,3C_4h,3C_6h,3C_8h,3C_20h,3C_Homog,4A_1h,4A_2h,4A_4h,4A_6h,4A_8h,4A_20h,4A_Homog,4B_1h,4B_2h,4B_4h,4B_6h,4B_8h,4B_20h,4B_Homog,4C_1h,4C_2h,4C_4h,4C_6h,4C_8h,4C_20h,4C_Homog,5A_1h,5A_2h,5A_4h,5A_6h,5A_8h,5A_20h,5A_Homog,5B_1h,5B_2h,5B_4h,5B_6h,5B_8h,5B_20h,5C_1h,5C_2h,5C_4h,5C_6h,5C_8h,5C_20h,5C_Homog
2A_1h,0.34124697,0.41182381,0.47534135,0.48527886,0.51322392,0.54962226,0.60495242,0.38191795,0.42116462,0.42805845,0.48505172,0.50379543,0.51140084,0.60669815,0.34907136,0.41189961,0.47748179,0.52161618,0.50090128,0.54989301,0.61592062,0,0.14093713,0.18502956,0.25148887,0.25423832,0.35047812,0.55467652,0.21543527,0.25491555,0.30939522,0.3234506,0.29953928,0.39471354,0.5701045,0.23890693,0.25094575,0.30124486,0.33236385,0.31697413,0.42095129,0.54338936,0.47726744,0.48678079,0.53903727,0.54938652,0.48976278,0.57155442,0.66851724,0.54993322,0.54878952,0.58964972,0.56727319,0.60865225,0.63596583,0.75603419,0.63641682,0.57830238,0.58394637,0.59284565,0.60008597,0.64285192,0.68022234,0.36080376,0.39618748,0.43447081,0.45728249,0.42013638,0.46316379,0.55590451,0.4139247,0.4121913,0.47239505,0.46866536,0.50325243,0.49797866,0.62811872,0.32724491,0.36707811,0.36532781,0.40888314,0.41097829,0.39543474,0.55535682,0.56284501,0.60805723,0.61163997,0.60358121,0.6325336,0.63083741,0.66084862,0.39651463,0.45706067,0.53427112,0.52323432,0.54936298,0.61040105,0.488482,0.53764785,0.51420078,0.53980715,0.538261,0.6309367,0.63943256
2A_2h,0.36083896,0.39194351,0.42551978,0.43866772,0.48448222,0.52433301,0.58601554,0.42549359,0.40852968,0.39806251,0.45130961,0.4878025,0.50360576,0.591105,0.38265418,0.39474235,0.42260649,0.45132149,0.44875731,0.48790475,0.58190261,0.14093713,0,0.10339821,0.17351532,0.17571436,0.2786857,0.48630534,0.17794323,0.14676757,0.21622148,0.23679394,0.20892723,0.3077563,0.50024224,0.25223197,0.2095151,0.24317098,0.26789479,0.25666612,0.35825922,0.50867403,0.48530512,0.46037797,0.50906846,0.52284582,0.46477964,0.53996625,0.62466058,0.531834,0.52526178,0.56289494,0.54103219,0.57787032,0.60247629,0.71628326,0.60661521,0.54909773,0.55495597,0.56583661,0.57325638,0.61305031,0.63474845,0.34465652,0.31441604,0.34509002,0.39250154,0.33539704,0.39601845,0.51848038,0.39052171,0.36262799,0.43384427,0.43315344,0.46694614,0.46302822,0.59522937,0.34097037,0.32441815,0.30347722,0.35162824,0.35449082,0.31318719,0.53493408,0.5405815,0.57129558,0.56437989,0.55879767,0.5914442,0.59360372,0.6283333,0.44004101,0.44201194,0.48840519,0.47537727,0.50150594,0.56526293,0.48544638,0.50742365,0.4651942,0.49871775,0.48244424,0.58708386,0.5969529
2A_4h,0.38042322,0.41580168,0.43070984,0.41314759,0.46474243,0.48863952,0.55610087,0.45325268,0.42055066,0.41152243,0.43158531,0.46990749,0.46845337,0.55295654,0.40760305,0.4140065,0.42090497,0.43199316,0.43141928,0.46614986,0.54348916,0.18502956,0.10339821,0,0.09002093,0.08931223,0.19897398,0.44150533,0.26631774,0.14937722,0.17033316,0.18439788,0.15698468,0.25536024,0.46173902,0.28351844,0.25139237,0.19001782,0.20924897,0.20184348,0.29487683,0.4906065,0.50229647,0.46388372,0.50440912,0.49517473,0.43881961,0.51362814,0.60893564,0.51564433,0.49592609,0.52882457,0.50644804,0.54435157,0.57145275,0.70055832,0.60062522,0.53937488,0.52312122,0.5320205,0.53926082,0.58202677,0.62117802,0.4085904,0.33799186,0.32783708,0.36770336,0.33560977,0.36180757,0.51765464,0.44511328,0.38908615,0.43302311,0.4254018,0.45493067,0.44106712,0.58128087,0.39706358,0.32468258,0.31784484,0.32760163,0.33183954,0.29275858,0.52525239,0.52079527,0.54084899,0.53091875,0.52743357,0.55375323,0.56315713,0.58545371,0.46713703,0.46536134,0.43702031,0.42079445,0.43838346,0.50888467,0.52167635,0.49096755,0.47319292,0.4463491,0.44936712,0.54180341,0.55482576
2A_6h,0.3952477,0.41217444,0.41524035,0.3935696,0.4377598,0.45002276,0.54152993,0.46446108,0.42554775,0.40640754,0.41045597,0.44264753,0.43266075,0.53124573,0.41961443,0.41376647,0.41433518,0.40969478,0.42783463,0.43635829,0.51926954,0.25148887,0.17351532,0.09002093,0,0.07576923,0.1371347,0.4309661,0.33034699,0.20120833,0.14600643,0.14363192,0.153584,0.21489116,0.43771098,0.33072801,0.2942892,0.19300586,0.21111856,0.18892552,0.2503762,0.46605092,0.5128423,0.46980582,0.48396726,0.47408125,0.43000518,0.47674804,0.58742366,0.50550436,0.50342591,0.50348129,0.47549605,0.51233418,0.53815218,0.67904633,0.59279819,0.51984668,0.49342334,0.50030047,0.50772024,0.54332756,0.59751153,0.45399716,0.36667489,0.37355513,0.37108116,0.35874795,0.35907671,0.49817745,0.50339492,0.43169011,0.43119685,0.43090716,0.44181529,0.42075492,0.58146328,0.45095985,0.36025922,0.35070451,0.33469037,0.32720689,0.31513252,0.51381706,0.48789012,0.4964281,0.48503305,0.48021716,0.5320326,0.53073231,0.56761971,0.48556486,0.4519856,0.40685558,0.38709971,0.3924231,0.46923856,0.53878638,0.48012092,0.46167338,0.4311501,0.40961967,0.48537547,0.5238289
2A_8h,0.38881144,0.41871669,0.40700886,0.39038388,0.44197872,0.4584185,0.52630664,0.47686565,0.43889546,0.42543606,0.43323087,0.47664506,0.44149832,0.51602243,0.42787248,0.42782847,0.43037564,0.44157317,0.44387509,0.4691652,0.50404625,0.25423832,0.17571436,0.08931223,0.07576923,0,0.12154563,0.41216392,0.29979714,0.21147519,0.18655892,0.1794914,0.14024162,0.21194141,0.41317949,0.32446306,0.28137088,0.19703498,0.22274304,0.20148041,0.26973507,0.43363311,0.52983663,0.48786826,0.5179162,0.50889006,0.45000073,0.5003261,0.56094349,0.51744167,0.51751714,0.51838703,0.49707455,0.5429617,0.55188679,0.64862653,0.62004466,0.55052132,0.52022283,0.51910148,0.52652125,0.54941839,0.56709172,0.45035979,0.3742386,0.36260579,0.38692858,0.37037847,0.38103278,0.52193949,0.48672775,0.43011288,0.45444646,0.44975383,0.48172699,0.45509493,0.58889506,0.43217235,0.36592633,0.3503179,0.34414727,0.34445154,0.32096159,0.53227885,0.51787371,0.53679535,0.52366305,0.51884716,0.55551247,0.55274915,0.55773094,0.47906414,0.47132696,0.42283131,0.39675561,0.40652096,0.47927696,0.53228566,0.49471758,0.47623769,0.44516557,0.43753532,0.51714031,0.50980386
2A_20h,0.42257134,0.43972174,0.38765028,0.34321801,0.35918539,0.36826832,0.4476512,0.49141441,0.43713925,0.41301907,0.40982269,0.41247764,0.3715337,0.44783173,0.43607383,0.41421367,0.41715228,0.40760781,0.41899477,0.40065138,0.44010127,0.35047812,0.2786857,0.19897398,0.1371347,0.12154563,0,0.35307302,0.38128882,0.28575413,0.2223951,0.20382845,0.19180454,0.18728883,0.34853122,0.36018665,0.2788253,0.2037032,0.20791822,0.18493453,0.21023308,0.35948882,0.55928825,0.51588188,0.51897088,0.50403531,0.46756515,0.49127483,0.53692256,0.52417963,0.52761493,0.50772367,0.48844428,0.52709822,0.53602331,0.6176635,0.60938129,0.53642979,0.50794234,0.50236732,0.50887608,0.53518948,0.54978653,0.50481585,0.42909809,0.42410472,0.39845487,0.39233003,0.3760525,0.48153906,0.57477232,0.4902025,0.4888152,0.46224124,0.47672903,0.44907439,0.56056818,0.51008533,0.41797769,0.41444151,0.39448888,0.39827284,0.37984938,0.49178014,0.491953,0.519619,0.50103547,0.48705299,0.54032232,0.5203075,0.49469644,0.50682836,0.46479842,0.39243509,0.3796621,0.38116719,0.41746827,0.55448024,0.4923579,0.47385533,0.46010137,0.43852669,0.48850235,0.45295831
2A_Homog,0.69399672,0.70028925,0.61415117,0.56867113,0.57226089,0.54606243,0.34205217,0.6177208,0.61118911,0.60574142,0.59089942,0.56727469,0.50435731,0.3619561,0.64931085,0.63233108,0.61622774,0.60104221,0.60291499,0.57722978,0.3368024,0.55467652,0.48630534,0.44150533,0.4309661,0.41216392,0.35307302,0,0.50541765,0.4609706,0.43404199,0.42292595,0.41805867,0.35599262,0.0620262,0.56270609,0.51765082,0.47241282,0.4576269,0.46641067,0.44255902,0.12819975,0.65417342,0.63403817,0.63413478,0.60586998,0.60871718,0.60893518,0.42913565,0.65522253,0.63826442,0.65949879,0.65766432,0.64450769,0.6206063,0.51171417,0.6662297,0.64615759,0.59971846,0.62058975,0.6243311,0.59916901,0.42756743,0.66608273,0.60963651,0.55474711,0.55322034,0.56924996,0.55363053,0.4202217,0.74900241,0.70319963,0.68521392,0.66758551,0.66077967,0.6677592,0.51441049,0.66959791,0.59923472,0.57392216,0.55925983,0.54735134,0.53149235,0.44301036,0.58826935,0.59261515,0.55745414,0.55541577,0.58215083,0.52748588,0.37402122,0.6357729,0.57880571,0.48207665,0.50279903,0.50128176,0.49678144,0.65786139,0.60761036,0.59744201,0.57874007,0.5980618,0.54068066,0.34625621
2B_1h,0.39134068,0.45388371,0.4983871,0.54019621,0.58184606,0.63468408,0.61432921,0.44219287,0.46240106,0.48245538,0.56321789,0.59736079,0.57605836,0.62161256,0.41216587,0.46741327,0.52836683,0.55607121,0.55457353,0.59380353,0.6247099,0.21543527,0.17794323,0.26631774,0.33034699,0.29979714,0.38128882,0.50541765,0,0.16124773,0.25484689,0.28487678,0.26108053,0.33981161,0.51205721,0.24268354,0.23679637,0.32067858,0.33316684,0.31970704,0.38002856,0.5232693,0.52626757,0.54017133,0.58388598,0.60712014,0.55796153,0.62679213,0.61907481,0.55656836,0.57888714,0.63500087,0.62189937,0.66379349,0.67111611,0.69198776,0.62957308,0.56583783,0.57935741,0.60719438,0.60817563,0.63929821,0.61696233,0.33835037,0.36012963,0.41828602,0.48426684,0.42596331,0.48091004,0.53149128,0.38320705,0.42468508,0.5276349,0.52349743,0.55739687,0.54405279,0.60305734,0.32349122,0.3685135,0.36638057,0.41766458,0.42497079,0.38603133,0.55095292,0.60265294,0.65257875,0.65611891,0.6534173,0.68715889,0.6416089,0.70796367,0.46258589,0.52082473,0.60146543,0.59712551,0.62036819,0.67454881,0.5435567,0.59284207,0.56767075,0.61976866,0.60363713,0.66423517,0.67530289
2B_2h,0.41543874,0.45461939,0.46498585,0.48404784,0.52692263,0.58058016,0.59245915,0.49671197,0.46575593,0.46797561,0.50173575,0.54095132,0.52947934,0.60537747,0.43938342,0.46388522,0.48756825,0.48924199,0.49245847,0.51390041,0.60693105,0.25491555,0.14676757,0.14937722,0.20120833,0.21147519,0.28575413,0.4609706,0.16124773,0,0.1111259,0.15240327,0.14702526,0.2429106,0.46715295,0.27285529,0.23040847,0.21424291,0.2323732,0.22838963,0.28612913,0.49422122,0.51972489,0.4823111,0.51744988,0.54305583,0.49257373,0.54889618,0.61793525,0.53028334,0.53930737,0.58735676,0.5734548,0.61051898,0.62243655,0.68118423,0.59979945,0.53606421,0.54958379,0.56093565,0.5678842,0.60411922,0.61526031,0.37688802,0.32009907,0.33125663,0.37742055,0.33349145,0.37011432,0.50205058,0.43895648,0.39047246,0.45455887,0.44777051,0.47976846,0.46171926,0.56563119,0.39386074,0.30239249,0.30294622,0.33323125,0.34898068,0.2983217,0.5104621,0.53373454,0.56824676,0.56403881,0.55871822,0.61258648,0.57243487,0.66777382,0.51622347,0.48928124,0.52923475,0.50099501,0.52712367,0.58878319,0.56529166,0.53715865,0.52446367,0.54273064,0.50762644,0.57470653,0.62635099
2B_4h,0.43389905,0.45283788,0.45637823,0.45722555,0.4972511,0.53731554,0.54983629,0.50426917,0.45113991,0.44990558,0.46835847,0.49506849,0.48519296,0.56742851,0.44132586,0.45058882,0.46899001,0.45457172,0.47592137,0.47272966,0.57120387,0.30939522,0.21622148,0.17033316,0.14600643,0.18655892,0.2223951,0.43404199,0.25484689,0.1111259,0,0.05142304,0.09343349,0.15785484,0.44282342,0.30855802,0.27261472,0.18815463,0.18784464,0.18282624,0.22196278,0.47834644,0.5167461,0.47282399,0.47640112,0.50200707,0.47078497,0.50670492,0.6099443,0.53377533,0.53311092,0.55169791,0.54059882,0.57486013,0.58760771,0.67986415,0.5862118,0.51046613,0.52398571,0.53486635,0.54228612,0.57633202,0.61659572,0.41961609,0.32948433,0.3492086,0.34853246,0.33975915,0.33291292,0.49428517,0.4880533,0.41794526,0.42595048,0.42018217,0.42752072,0.40151548,0.54923006,0.44066784,0.33357654,0.31709153,0.30360281,0.31063005,0.28106517,0.49781759,0.50422081,0.5036014,0.49958542,0.49381098,0.55723993,0.51791833,0.63395299,0.52277352,0.46120905,0.45841622,0.43466559,0.45260369,0.5176495,0.58065584,0.51111953,0.49824669,0.4827717,0.46817249,0.50106804,0.59208032
2B_6h,0.42717333,0.44975477,0.43079434,0.42759303,0.46761858,0.51014143,0.52951886,0.49445747,0.44198062,0.43852105,0.44352341,0.47382668,0.45556044,0.54506297,0.44748246,0.4356367,0.44528979,0.43232482,0.45222115,0.45553647,0.54913494,0.3234506,0.23679394,0.18439788,0.14363192,0.1794914,0.20382845,0.42292595,0.28487678,0.15240327,0.05142304,0,0.06669774,0.12969473,0.43170738,0.32811742,0.29689586,0.20769434,0.20127628,0.18208683,0.21631823,0.4672304,0.50173355,0.45781143,0.45807168,0.48281776,0.45577242,0.48369653,0.59154043,0.52734653,0.51950718,0.53720456,0.51654084,0.55326055,0.56007583,0.67174023,0.5822414,0.49921769,0.51454832,0.52044171,0.52786147,0.55901392,0.6044044,0.44522197,0.3456283,0.35834413,0.355996,0.34476429,0.34154796,0.49315006,0.51126917,0.42577798,0.43095562,0.42764572,0.43312242,0.40270393,0.54430291,0.47016484,0.35340946,0.33160214,0.3165797,0.32693722,0.29344345,0.49324821,0.48955548,0.48877197,0.48281242,0.47799652,0.54021093,0.49719537,0.60994461,0.52326845,0.44841961,0.43720971,0.40800454,0.42100634,0.49485567,0.58115077,0.50239865,0.48927074,0.45755308,0.44981365,0.46929102,0.56807194
2B_8h,0.38145998,0.41136326,0.40807911,0.40223943,0.44966962,0.49542824,0.51708251,0.47572015,0.42698484,0.40997484,0.42728303,0.46766181,0.43930226,0.53262662,0.41171397,0.42077731,0.4272312,0.42976166,0.43672497,0.45326328,0.53669859,0.29953928,0.20892723,0.15698468,0.153584,0.14024162,0.19180454,0.41805867,0.26108053,0.14702526,0.09343349,0.06669774,0,0.14198377,0.42746856,0.30276397,0.26765362,0.18393155,0.1902929,0.15783724,0.21427601,0.45937359,0.50323198,0.45577462,0.46792858,0.49267467,0.45373561,0.4996071,0.58764708,0.51700855,0.50550283,0.53065417,0.51033846,0.54740264,0.54566959,0.66766209,0.58241602,0.49939231,0.51472294,0.5213088,0.52872857,0.55126674,0.60051105,0.42673968,0.33120304,0.33948009,0.34826743,0.33328051,0.33721808,0.49315371,0.48626575,0.40380991,0.4238054,0.41991715,0.44342964,0.41374184,0.54452001,0.44525493,0.32946936,0.3039477,0.29746506,0.31503555,0.26993222,0.49315835,0.50534288,0.51815709,0.51077778,0.50596189,0.56400095,0.52728408,0.5912896,0.47438245,0.44211412,0.45153314,0.40241398,0.42232927,0.48587586,0.53226478,0.47567067,0.46211689,0.45742959,0.43005992,0.47680829,0.54941693
2B_20h,0.47079626,0.48082676,0.43851542,0.42815557,0.45438882,0.47670158,0.46258553,0.55060838,0.48271932,0.46657025,0.48086335,0.50532783,0.47228448,0.48162316,0.48026483,0.47430857,0.48415689,0.46821144,0.48956109,0.4804994,0.49221931,0.39471354,0.3077563,0.25536024,0.21489116,0.21194141,0.18728883,0.35599262,0.33981161,0.2429106,0.15785484,0.12969473,0.14198377,0,0.36477406,0.4046554,0.3694083,0.27225337,0.23268027,0.23248177,0.20663555,0.40029707,0.57626272,0.53197073,0.50259253,0.52733861,0.52678313,0.52013018,0.54389114,0.58613511,0.58193407,0.57314159,0.57762852,0.58651717,0.57369774,0.62400497,0.61454012,0.54916782,0.54684704,0.54812485,0.55850258,0.58339085,0.56132369,0.52277761,0.41826712,0.39191511,0.38413137,0.40335585,0.39580919,0.49421679,0.56390639,0.4919811,0.48864348,0.46073897,0.46868056,0.46945705,0.53454342,0.52930329,0.43117055,0.3968889,0.38115715,0.37364532,0.35421258,0.49516566,0.50072756,0.49408211,0.46553824,0.46072235,0.49738766,0.45437211,0.53001346,0.55976407,0.48846417,0.42387753,0.44005303,0.44851542,0.48097461,0.6176464,0.53992114,0.52126026,0.48275267,0.48577313,0.46349822,0.49020493
2B_Homog,0.70991864,0.71621117,0.63040973,0.58130491,0.57679391,0.54661009,0.33578128,0.63915372,0.62983873,0.62295698,0.60493941,0.58079637,0.5039532,0.35453896,0.66523276,0.64825299,0.63214965,0.61696413,0.61883691,0.58101911,0.31773442,0.5701045,0.50024224,0.46173902,0.43771098,0.41317949,0.34853122,0.0620262,0.51205721,0.46715295,0.44282342,0.43170738,0.42746856,0.36477406,0,0.57690827,0.52629562,0.48280866,0.47025878,0.47046419,0.44409958,0.08811356,0.65943874,0.65865415,0.62290502,0.59514744,0.60933903,0.56325739,0.38158109,0.64043329,0.64123618,0.63068488,0.63378273,0.62411583,0.60189488,0.46467664,0.67096947,0.65193021,0.58813334,0.59810866,0.60560671,0.57480108,0.38052989,0.68500515,0.62332165,0.56843226,0.56690549,0.58071951,0.56276868,0.43548791,0.76792483,0.71688477,0.70058258,0.6773968,0.6739738,0.67980726,0.53718252,0.68630473,0.61815714,0.58760731,0.57518174,0.56327325,0.5468173,0.46813127,0.59707566,0.59032942,0.55648139,0.56732789,0.5781814,0.51122408,0.37076226,0.6544732,0.59750601,0.51653432,0.51446735,0.51278821,0.48634179,0.67192171,0.62115364,0.6109853,0.60011971,0.6066111,0.52784003,0.32391725
2C_1h,0.34139417,0.40368929,0.46366107,0.50564807,0.52391933,0.54598545,0.58180539,0.41651973,0.40541269,0.41118788,0.47659004,0.4201267,0.49055812,0.61211457,0.36316699,0.40853713,0.46751436,0.48739077,0.47474018,0.48921202,0.60168068,0.23890693,0.25223197,0.28351844,0.33072801,0.32446306,0.36018665,0.56270609,0.24268354,0.27285529,0.30855802,0.32811742,0.30276397,0.4046554,0.57690827,0,0.11716748,0.22689295,0.25767334,0.26669913,0.35794019,0.53241743,0.55136417,0.5468195,0.59554847,0.61528096,0.55786883,0.64279142,0.70345689,0.59470933,0.5905777,0.6302797,0.61091209,0.65062261,0.67351777,0.75756897,0.64037332,0.58483119,0.60421476,0.62045086,0.6296049,0.67160115,0.69417322,0.31227026,0.31893766,0.35179599,0.3561186,0.3318979,0.37733231,0.52801088,0.40537014,0.36500205,0.42846326,0.44737156,0.46518139,0.46434209,0.64263368,0.35050762,0.32799559,0.33390829,0.38194864,0.4054503,0.37585671,0.53195782,0.50326309,0.58827697,0.57598172,0.53838536,0.60911266,0.60723702,0.63763112,0.41327816,0.43299433,0.56808364,0.52388401,0.54533474,0.58537934,0.44697768,0.51065428,0.49783508,0.59218559,0.56656713,0.61030021,0.60617097
2C_2h,0.33284344,0.38129572,0.42150411,0.45628062,0.47493123,0.51919533,0.58776242,0.42393125,0.39877802,0.4021748,0.45577069,0.47669809,0.46963956,0.60285201,0.36378701,0.37948288,0.43526729,0.45456007,0.43826809,0.44395689,0.60662408,0.25094575,0.2095151,0.25139237,0.2942892,0.28137088,0.2788253,0.51765082,0.23679637,0.23040847,0.27261472,0.29689586,0.26765362,0.3694083,0.52629562,0.11716748,0,0.14761018,0.18384589,0.18896311,0.28771377,0.51866261,0.56298941,0.53978778,0.5900219,0.60943922,0.5530841,0.62789263,0.69899566,0.5937036,0.58446742,0.62291737,0.60274929,0.63762988,0.66370087,0.76160053,0.64807801,0.58359605,0.59927287,0.61434058,0.62349462,0.6688791,0.70470272,0.30003871,0.29809415,0.33405246,0.33043862,0.2737886,0.3425841,0.49310886,0.39787745,0.3512717,0.41529069,0.39288264,0.43813598,0.40600983,0.57885775,0.320167,0.30203525,0.29605184,0.34013392,0.3654846,0.32547601,0.49744357,0.51252075,0.57368883,0.56748066,0.54186481,0.61037204,0.60473908,0.63729406,0.4458021,0.4355823,0.54243801,0.50339875,0.53269411,0.56324392,0.46079271,0.51923091,0.48177536,0.57603201,0.54583776,0.62161935,0.61535203
2C_4h,0.38632879,0.40852732,0.40384268,0.40856519,0.44107866,0.48470767,0.5516079,0.48707034,0.42008387,0.40532345,0.42566035,0.44777025,0.44387199,0.56655748,0.39600647,0.38919722,0.41406748,0.41840405,0.40704024,0.417213,0.57934172,0.30124486,0.24317098,0.19001782,0.19300586,0.19703498,0.2037032,0.47241282,0.32067858,0.21424291,0.18815463,0.20769434,0.18393155,0.27225337,0.48280866,0.22689295,0.14761018,0,0.06731093,0.06384838,0.17107189,0.49845486,0.56762592,0.5165386,0.54531294,0.56415716,0.51820687,0.58261057,0.67861579,0.5834142,0.55447422,0.57956844,0.55588622,0.59183222,0.61841881,0.74146504,0.63612037,0.5532796,0.56617251,0.57419038,0.58143071,0.62419665,0.69099528,0.39850621,0.33114027,0.32334868,0.31496166,0.29819287,0.30544216,0.49024862,0.46550295,0.3849093,0.40317771,0.38513404,0.4177835,0.37495954,0.55931137,0.41128464,0.33100932,0.31472312,0.3059822,0.33251986,0.29964822,0.49458333,0.51259094,0.55890053,0.54345694,0.53080518,0.57710914,0.55866248,0.60688889,0.4938069,0.4620191,0.48365839,0.45386194,0.47694393,0.51259024,0.5319235,0.50191762,0.48309976,0.49750407,0.47201247,0.54230745,0.57484491
2C_6h,0.39931345,0.44077158,0.43831293,0.42952653,0.4468036,0.46560956,0.53848177,0.53694913,0.47066821,0.44310614,0.44949013,0.45445907,0.44694464,0.55572887,0.4336051,0.4308702,0.44400794,0.42691391,0.43242324,0.41441406,0.56845212,0.33236385,0.26789479,0.20924897,0.21111856,0.22274304,0.20791822,0.4576269,0.33316684,0.2323732,0.18784464,0.20127628,0.1902929,0.23268027,0.47025878,0.25767334,0.18384589,0.06731093,0,0.06512096,0.12825623,0.4821834,0.59765124,0.54393585,0.52414271,0.54270016,0.543505,0.55034364,0.65927567,0.59924643,0.5788123,0.55970678,0.56326435,0.57174936,0.58842973,0.72087,0.62154775,0.55542873,0.55159988,0.55092664,0.56130437,0.60855701,0.67206019,0.4242483,0.33976297,0.33788501,0.29528022,0.30134989,0.30711992,0.47670504,0.49640672,0.41534824,0.43369464,0.37344911,0.41245932,0.39708765,0.54806156,0.44714918,0.35174643,0.35148339,0.32903071,0.32149301,0.31147122,0.48103975,0.50264326,0.54288291,0.52743932,0.51478756,0.56519692,0.53594246,0.6013212,0.52285028,0.49915221,0.4676314,0.47463722,0.49080571,0.49948945,0.5636302,0.53346746,0.52053711,0.51979601,0.49852431,0.5077844,0.56563748
